category,concept_id,fi,score,lookback
Respiratory disease,44782562,efi,1,3
Respiratory disease,4120094,efi,1,3
Respiratory disease,4206920,efi,1,3
Respiratory disease,44805091,efi,1,3
Respiratory disease,4152418,efi,1,3
Respiratory disease,44793048,efi,1,3
Respiratory disease,44805089,efi,1,3
Respiratory disease,40345756,efi,1,3
Respiratory disease,254662,efi,1,3
Respiratory disease,4155469,efi,1,3
Respiratory disease,4017189,efi,1,3
Respiratory disease,45766868,efi,1,3
Respiratory disease,320136,efi,1,3
Respiratory disease,440417,efi,1,3
Respiratory disease,4271333,efi,1,3
Respiratory disease,257905,efi,1,3
Respiratory disease,4155468,efi,1,3
Respiratory disease,4268284,efi,1,3
Respiratory disease,44805524,efi,1,3
Respiratory disease,40345758,efi,1,3
Respiratory disease,4250128,efi,1,3
Respiratory disease,44792265,efi,1,3
Respiratory disease,40316547,efi,1,3
Respiratory disease,44802475,efi,1,3
Respiratory disease,4307038,efi,1,3
Respiratory disease,4015951,efi,1,3
Respiratory disease,45766866,efi,1,3
Respiratory disease,4015818,efi,1,3
Respiratory disease,44803712,efi,1,3
Respiratory disease,4119298,efi,1,3
Respiratory disease,44805526,efi,1,3
Respiratory disease,4236271,efi,1,3
Respiratory disease,4082254,efi,1,3
Respiratory disease,46272979,efi,1,3
Respiratory disease,4017183,efi,1,3
Respiratory disease,44788780,efi,1,3
Respiratory disease,4057273,efi,1,3
Respiratory disease,4155465,efi,1,3
Respiratory disease,4193023,efi,1,3
Respiratory disease,44791725,efi,1,3
Respiratory disease,44813771,efi,1,3
Respiratory disease,40545661,efi,1,3
Respiratory disease,4214676,efi,1,3
Respiratory disease,46269801,efi,1,3
Respiratory disease,4121622,efi,1,3
Respiratory disease,44803979,efi,1,3
Respiratory disease,4152417,efi,1,3
Respiratory disease,40316548,efi,1,3
Respiratory disease,4151447,efi,1,3
Respiratory disease,44799960,efi,1,3
Respiratory disease,44792264,efi,1,3
Respiratory disease,4017188,efi,1,3
Respiratory disease,4213782,efi,1,3
Respiratory disease,44788723,efi,1,3
Respiratory disease,255573,efi,1,3
Respiratory disease,255841,efi,1,3
Respiratory disease,4110056,efi,1,3
Respiratory disease,4235401,efi,1,3
Respiratory disease,4082252,efi,1,3
Respiratory disease,4207479,efi,1,3
Respiratory disease,44791025,efi,1,3
Respiratory disease,4191827,efi,1,3
Respiratory disease,4190879,efi,1,3
Respiratory disease,4263877,efi,1,3
Respiratory disease,4125022,efi,1,3
Respiratory disease,4017184,efi,1,3
Respiratory disease,44788779,efi,1,3
Respiratory disease,4148757,efi,1,3
Respiratory disease,40483854,efi,1,3
Respiratory disease,4015819,efi,1,3
Respiratory disease,4120095,efi,1,3
Respiratory disease,44805087,efi,1,3
Respiratory disease,4015948,efi,1,3
Respiratory disease,4194289,efi,1,3
Respiratory disease,4051466,efi,1,3
Respiratory disease,4035793,efi,1,3
Respiratory disease,40545245,efi,1,3
Respiratory disease,44788819,efi,1,3
Respiratory disease,312950,efi,1,3
Respiratory disease,4209097,efi,1,3
Respiratory disease,4196712,efi,1,3
Respiratory disease,4152420,efi,1,3
Respiratory disease,261889,efi,1,3
Respiratory disease,44793074,efi,1,3
Respiratory disease,4080964,efi,1,3
Respiratory disease,4322024,efi,1,3
Respiratory disease,4309833,efi,1,3
Respiratory disease,44792262,efi,1,3
Respiratory disease,45769673,efi,1,3
Respiratory disease,4190882,efi,1,3
Respiratory disease,40307552,efi,1,3
Respiratory disease,44803711,efi,1,3
Respiratory disease,4017026,efi,1,3
Respiratory disease,4232302,efi,1,3
Respiratory disease,4075237,efi,1,3
Respiratory disease,45769660,efi,1,3
Respiratory disease,4084667,efi,1,3
Respiratory disease,45769438,efi,1,3
Respiratory disease,4080963,efi,1,3
Respiratory disease,45773005,efi,1,3
Respiratory disease,4017182,efi,1,3
Respiratory disease,4095965,efi,1,3
Respiratory disease,4193560,efi,1,3
Respiratory disease,4308378,efi,1,3
Respiratory disease,443801,efi,1,3
Respiratory disease,4193588,efi,1,3
Respiratory disease,4155464,efi,1,3
Respiratory disease,44792263,efi,1,3
Respiratory disease,256197,efi,1,3
Respiratory disease,4059321,efi,1,3
Respiratory disease,44788789,efi,1,3
Respiratory disease,4081040,efi,1,3
Respiratory disease,4305736,efi,1,3
Respiratory disease,44788825,efi,1,3
Respiratory disease,45769441,efi,1,3
Skin ulcer,4056272,efi,1,1
Skin ulcer,4131517,efi,1,1
Skin ulcer,44782447,efi,1,1
Skin ulcer,4029926,efi,1,1
Skin ulcer,4192678,efi,1,1
Skin ulcer,44812659,efi,1,1
Skin ulcer,3543807,efi,1,1
Skin ulcer,4299972,efi,1,1
Skin ulcer,4209980,efi,1,1
Skin ulcer,4145540,efi,1,1
Skin ulcer,4038904,efi,1,1
Skin ulcer,200485,efi,1,1
Skin ulcer,4032890,efi,1,1
Skin ulcer,44793455,efi,1,1
Skin ulcer,4269173,efi,1,1
Skin ulcer,44793456,efi,1,1
Skin ulcer,44793454,efi,1,1
Skin ulcer,4204817,efi,1,1
Skin ulcer,4080500,efi,1,1
Skin ulcer,4110347,efi,1,1
Skin ulcer,4244554,efi,1,1
Skin ulcer,44805035,efi,1,1
Skin ulcer,44783164,efi,1,1
Skin ulcer,4118089,efi,1,1
Skin ulcer,4194872,efi,1,1
Skin ulcer,4110346,efi,1,1
Skin ulcer,4204020,efi,1,1
Skin ulcer,4321837,efi,1,1
Skin ulcer,40486126,efi,1,1
Skin ulcer,4021481,efi,1,1
Skin ulcer,3522513,efi,1,1
Skin ulcer,197304,efi,1,1
Skin ulcer,44808835,efi,1,1
Skin ulcer,4148076,efi,1,1
Skin ulcer,4298844,efi,1,1
Skin ulcer,135893,efi,1,1
Skin ulcer,40354619,efi,1,1
Skin ulcer,44791375,efi,1,1
Skin ulcer,3522250,efi,1,1
Skin ulcer,44791059,efi,1,1
Skin ulcer,4148915,efi,1,1
Skin ulcer,4025938,efi,1,1
Skin ulcer,40302152,efi,1,1
Skin ulcer,4024619,efi,1,1
Skin ulcer,44782446,efi,1,1
Skin ulcer,44791520,efi,1,1
Skin ulcer,4205677,efi,1,1
Skin ulcer,4066936,efi,1,1
Skin ulcer,4065354,efi,1,1
Skin ulcer,74719,efi,1,1
Skin ulcer,4209979,efi,1,1
Skin ulcer,4127117,efi,1,1
Skin ulcer,44801793,efi,1,1
Skin ulcer,4076776,efi,1,1
Skin ulcer,4190440,efi,1,1
Skin ulcer,4103165,efi,1,1
Skin ulcer,44783162,efi,1,1
Skin ulcer,4137491,efi,1,1
Skin ulcer,3522353,efi,1,1
Skin ulcer,4103166,efi,1,1
Skin ulcer,4190441,efi,1,1
Skin ulcer,44804358,efi,1,1
Skin ulcer,4121589,efi,1,1
Skin ulcer,44804659,efi,1,1
Skin ulcer,40483790,efi,1,1
Skin ulcer,4209852,efi,1,1
Skin ulcer,44789313,efi,1,1
Skin ulcer,4232397,efi,1,1
Skin ulcer,4215960,efi,1,1
Skin ulcer,4204042,efi,1,1
Skin ulcer,40397398,efi,1,1
Skin ulcer,443358,efi,1,1
Skin ulcer,44804551,efi,1,1
Skin ulcer,4083304,efi,1,1
Skin ulcer,4095409,efi,1,1
Skin ulcer,4212440,efi,1,1
Skin ulcer,4063569,efi,1,1
Skin ulcer,40486976,efi,1,1
Skin ulcer,4099651,efi,1,1
Skin ulcer,135333,efi,1,1
Skin ulcer,4194734,efi,1,1
Skin ulcer,134441,efi,1,1
Skin ulcer,4109880,efi,1,1
Skin ulcer,4116485,efi,1,1
Skin ulcer,44791271,efi,1,1
Skin ulcer,4065008,efi,1,1
Skin ulcer,4060066,efi,1,1
Skin ulcer,4119510,efi,1,1
Skin ulcer,40397397,efi,1,1
Skin ulcer,4145541,efi,1,1
Skin ulcer,4032889,efi,1,1
Skin ulcer,4262920,efi,1,1
Skin ulcer,4033354,efi,1,1
Skin ulcer,4137937,efi,1,1
Skin ulcer,44804686,efi,1,1
Skin ulcer,40486978,efi,1,1
Skin ulcer,4033352,efi,1,1
Skin ulcer,40486977,efi,1,1
Skin ulcer,4117109,efi,1,1
Skin ulcer,4193038,efi,1,1
Sleep disturbance,40326373,efi,1,3
Sleep disturbance,4156060,efi,1,3
Sleep disturbance,4047912,efi,1,3
Sleep disturbance,4102985,efi,1,3
Sleep disturbance,40386047,efi,1,3
Sleep disturbance,436962,efi,1,3
Sleep disturbance,4200883,efi,1,3
Sleep disturbance,374905,efi,1,3
Sleep disturbance,4196193,efi,1,3
Sleep disturbance,435657,efi,1,3
Sleep disturbance,4152347,efi,1,3
Sleep disturbance,40357654,efi,1,3
Social vulnerability,44791570,efi,1,1
Social vulnerability,36716273,efi,1,1
Social vulnerability,4221049,efi,1,1
Social vulnerability,4059498,efi,1,1
Social vulnerability,4023168,efi,1,1
Social vulnerability,4053087,efi,1,1
Social vulnerability,42538166,efi,1,1
Social vulnerability,4140172,efi,1,1
Social vulnerability,44788883,efi,1,1
Social vulnerability,4212892,efi,1,1
Social vulnerability,4022661,efi,1,1
Social vulnerability,4052789,efi,1,1
Social vulnerability,4143188,efi,1,1
Social vulnerability,4171619,efi,1,1
Social vulnerability,4204655,efi,1,1
Social vulnerability,4082090,efi,1,1
Thyroid disease,37394134,efi,1,3
Thyroid disease,4058707,efi,1,3
Thyroid disease,140976,efi,1,3
Thyroid disease,40302023,efi,1,3
Thyroid disease,44792300,efi,1,3
Thyroid disease,4030049,efi,1,3
Thyroid disease,140673,efi,1,3
Thyroid disease,42537123,efi,1,3
Thyroid disease,4030048,efi,1,3
Thyroid disease,40354170,efi,1,3
Thyroid disease,4327330,efi,1,3
Thyroid disease,40302022,efi,1,3
Thyroid disease,44789586,efi,1,3
Thyroid disease,4232076,efi,1,3
Thyroid disease,3572202,efi,1,3
Thyroid disease,4269217,efi,1,3
Thyroid disease,4278370,efi,1,3
Thyroid disease,40350828,efi,1,3
Thyroid disease,4034814,efi,1,3
Thyroid disease,4220368,efi,1,3
Thyroid disease,37399332,efi,1,3
Thyroid disease,4113642,efi,1,3
Thyroid disease,4129369,efi,1,3
Thyroid disease,4183422,efi,1,3
Thyroid disease,40314246,efi,1,3
Thyroid disease,4214419,efi,1,3
Thyroid disease,134312,efi,1,3
Thyroid disease,40386300,efi,1,3
Thyroid disease,4231548,efi,1,3
Thyroid disease,44810060,efi,1,3
Thyroid disease,4099205,efi,1,3
Thyroid disease,4058708,efi,1,3
Thyroid disease,138384,efi,1,3
Thyroid disease,132583,efi,1,3
Thyroid disease,40350829,efi,1,3
Thyroid disease,133728,efi,1,3
Thyroid disease,4130018,efi,1,3
Thyroid disease,37016342,efi,1,3
Thyroid disease,141253,efi,1,3
Thyroid disease,140062,efi,1,3
Thyroid disease,4030047,efi,1,3
Thyroid disease,4142479,efi,1,3
Thyroid disease,138387,efi,1,3
Thyroid disease,4036661,efi,1,3
Thyroid disease,4017320,efi,1,3
Thyroid disease,4034815,efi,1,3
Thyroid disease,3571968,efi,1,3
Thyroid disease,4194160,efi,1,3
Thyroid disease,4030042,efi,1,3
Thyroid disease,137820,efi,1,3
Urinary incontinence,4126278,efi,1,1
Urinary incontinence,4312867,efi,1,1
Urinary incontinence,4295966,efi,1,1
Urinary incontinence,197672,efi,1,1
Urinary incontinence,4242750,efi,1,1
Urinary incontinence,4172646,efi,1,1
Urinary incontinence,4032443,efi,1,1
Urinary incontinence,4127703,efi,1,1
Urinary incontinence,4120055,efi,1,1
Urinary incontinence,4146385,efi,1,1
Urinary incontinence,4343103,efi,1,1
Urinary incontinence,4032444,efi,1,1
Urinary incontinence,40380578,efi,1,1
Urinary incontinence,4302457,efi,1,1
Urinary incontinence,4343115,efi,1,1
Urinary incontinence,4090866,efi,1,1
Urinary incontinence,4058561,efi,1,1
Urinary incontinence,4236912,efi,1,1
Urinary incontinence,197102,efi,1,1
Urinary incontinence,193326,efi,1,1
Urinary incontinence,4032440,efi,1,1
Urinary incontinence,4128391,efi,1,1
Urinary incontinence,193871,efi,1,1
Urinary incontinence,40303251,efi,1,1
Urinary incontinence,197378,efi,1,1
Urinary incontinence,4012532,efi,1,1
Urinary incontinence,4141775,efi,1,1
Urinary incontinence,4182142,efi,1,1
Urinary incontinence,195007,efi,1,1
Urinary incontinence,40347045,efi,1,1
Urinary incontinence,4213788,efi,1,1
Urinary incontinence,4121974,efi,1,1
Urinary incontinence,4044713,efi,1,1
Urinary incontinence,4153667,efi,1,1
Urinary system disease,4060922,efi,1,1
Urinary system disease,3529088,efi,1,1
Urinary system disease,4077355,efi,1,1
Urinary system disease,198803,efi,1,1
Urinary system disease,79936,efi,1,1
Urinary system disease,40326276,efi,1,1
Urinary system disease,4016155,efi,1,1
Urinary system disease,40396071,efi,1,1
Urinary system disease,40302133,efi,1,1
Urinary system disease,75004,efi,1,1
Urinary system disease,40333226,efi,1,1
Urinary system disease,40267229,efi,1,1
Urinary system disease,4170453,efi,1,1
Urinary system disease,443350,efi,1,1
Urinary system disease,607857,efi,1,1
Urinary system disease,4080190,efi,1,1
Urinary system disease,4246851,efi,1,1
Urinary system disease,4012368,efi,1,1
Urinary system disease,4171379,efi,1,1
Urinary system disease,4080801,efi,1,1
Urinary system disease,197684,efi,1,1
Urinary system disease,4143052,efi,1,1
Urinary system disease,37206609,efi,1,1
Urinary system disease,4056612,efi,1,1
Urinary system disease,40396072,efi,1,1
Urinary system disease,4056621,efi,1,1
Urinary system disease,4234536,efi,1,1
Urinary system disease,200843,efi,1,1
Urinary system disease,44797548,efi,1,1
Urinary system disease,192450,efi,1,1
Urinary system disease,37206607,efi,1,1
Urinary system disease,4128388,efi,1,1
Urinary system disease,4127568,efi,1,1
Urinary system disease,44794474,efi,1,1
Urinary system disease,40304526,efi,1,1
Visual impairment,374028,efi,1,1
Visual impairment,380513,efi,1,1
Visual impairment,40387915,efi,1,1
Visual impairment,381445,efi,1,1
Visual impairment,4087764,efi,1,1
Visual impairment,4060606,efi,1,1
Visual impairment,4081143,efi,1,1
Visual impairment,44789132,efi,1,1
Visual impairment,4339010,efi,1,1
Visual impairment,4145421,efi,1,1
Visual impairment,4027702,efi,1,1
Visual impairment,40352353,efi,1,1
Visual impairment,4218499,efi,1,1
Visual impairment,378416,efi,1,1
Visual impairment,35624213,efi,1,1
Visual impairment,4194750,efi,1,1
Visual impairment,4225656,efi,1,1
Visual impairment,4334115,efi,1,1
Visual impairment,37311638,efi,1,1
Visual impairment,436976,efi,1,1
Visual impairment,4047917,efi,1,1
Visual impairment,4023310,efi,1,1
Visual impairment,380505,efi,1,1
Visual impairment,4070182,efi,1,1
Visual impairment,4195046,efi,1,1
Visual impairment,44790881,efi,1,1
Visual impairment,40302072,efi,1,1
Visual impairment,4221344,efi,1,1
Visual impairment,44790913,efi,1,1
Visual impairment,4146453,efi,1,1
Visual impairment,4199963,efi,1,1
Visual impairment,40322856,efi,1,1
Visual impairment,4230656,efi,1,1
Visual impairment,381295,efi,1,1
Visual impairment,4319588,efi,1,1
Visual impairment,434638,efi,1,1
Visual impairment,376117,efi,1,1
Visual impairment,374034,efi,1,1
Visual impairment,4224741,efi,1,1
Visual impairment,40381115,efi,1,1
Visual impairment,4109424,efi,1,1
Visual impairment,439297,efi,1,1
Visual impairment,45757798,efi,1,1
Visual impairment,4196122,efi,1,1
Visual impairment,4109548,efi,1,1
Visual impairment,432895,efi,1,1
Visual impairment,4146103,efi,1,1
Visual impairment,40386507,efi,1,1
Visual impairment,4210432,efi,1,1
Visual impairment,4105178,efi,1,1
Visual impairment,44812315,efi,1,1
Visual impairment,435810,efi,1,1
Visual impairment,372905,efi,1,1
Visual impairment,4070183,efi,1,1
Visual impairment,373769,efi,1,1
Visual impairment,4197734,efi,1,1
Visual impairment,4338894,efi,1,1
Visual impairment,4195050,efi,1,1
Visual impairment,4335592,efi,1,1
Visual impairment,4339013,efi,1,1
Visual impairment,4148278,efi,1,1
Visual impairment,4335607,efi,1,1
Visual impairment,4042550,efi,1,1
Visual impairment,40358176,efi,1,1
Visual impairment,4186542,efi,1,1
Visual impairment,4047918,efi,1,1
Visual impairment,373786,efi,1,1
Visual impairment,4016895,efi,1,1
Visual impairment,4103579,efi,1,1
Visual impairment,4208200,efi,1,1
Visual impairment,4084691,efi,1,1
Visual impairment,253482,efi,1,1
Visual impairment,373785,efi,1,1
Visual impairment,377290,efi,1,1
Visual impairment,4077250,efi,1,1
Visual impairment,255711,efi,1,1
Visual impairment,4078543,efi,1,1
Visual impairment,379811,efi,1,1
Visual impairment,4081643,efi,1,1
Visual impairment,375545,efi,1,1
Visual impairment,375807,efi,1,1
Visual impairment,377286,efi,1,1
Visual impairment,4083482,efi,1,1
Visual impairment,376966,efi,1,1
Visual impairment,372624,efi,1,1
Visual impairment,372906,efi,1,1
Visual impairment,4265433,efi,1,1
Visual impairment,433471,efi,1,1
Visual impairment,4164639,efi,1,1
Visual impairment,4223463,efi,1,1
Visual impairment,4195990,efi,1,1
Visual impairment,372907,efi,1,1
Visual impairment,376401,efi,1,1
Visual impairment,44790784,efi,1,1
Visual impairment,373770,efi,1,1
Visual impairment,4152554,efi,1,1
Visual impairment,4083487,efi,1,1
Visual impairment,4082287,efi,1,1
Visual impairment,4109544,efi,1,1
Visual impairment,4025941,efi,1,1
Visual impairment,4147703,efi,1,1
Visual impairment,4194748,efi,1,1
Visual impairment,4195988,efi,1,1
Visual impairment,4198685,efi,1,1
Visual impairment,312622,efi,1,1
Visual impairment,377280,efi,1,1
Visual impairment,35626071,efi,1,1
Visual impairment,380097,efi,1,1
Visual impairment,377864,efi,1,1
Visual impairment,35624214,efi,1,1
Visual impairment,4082621,efi,1,1
Visual impairment,4090251,efi,1,1
Visual impairment,372315,efi,1,1
Visual impairment,4290333,efi,1,1
Visual impairment,4131325,efi,1,1
Visual impairment,4164640,efi,1,1
Visual impairment,35626072,efi,1,1
Visual impairment,375538,efi,1,1
Visual impairment,40384756,efi,1,1
Visual impairment,438749,efi,1,1
Visual impairment,4088106,efi,1,1
Visual impairment,40384752,efi,1,1
Visual impairment,372629,efi,1,1
Visual impairment,4221495,efi,1,1
Visual impairment,4339014,efi,1,1
Visual impairment,4152403,efi,1,1
Visual impairment,377551,efi,1,1
Visual impairment,4194749,efi,1,1
Visual impairment,4208223,efi,1,1
Visual impairment,4212435,efi,1,1
Visual impairment,376979,efi,1,1
Visual impairment,4335998,efi,1,1
Visual impairment,4317977,efi,1,1
Visual impairment,377285,efi,1,1
Visual impairment,4111101,efi,1,1
Visual impairment,44812346,efi,1,1
Visual impairment,40487893,efi,1,1
Visual impairment,4231849,efi,1,1
Visual impairment,40386117,efi,1,1
Visual impairment,40392093,efi,1,1
Visual impairment,4266041,efi,1,1
Visual impairment,4199646,efi,1,1
Visual impairment,44797518,efi,1,1
Visual impairment,377570,efi,1,1
Visual impairment,377274,efi,1,1
Visual impairment,4059197,efi,1,1
Visual impairment,4102251,efi,1,1
Visual impairment,4090259,efi,1,1
Visual impairment,373487,efi,1,1
Visual impairment,4196123,efi,1,1
Visual impairment,4090261,efi,1,1
Visual impairment,4025939,efi,1,1
Visual impairment,376399,efi,1,1
Visual impairment,376973,efi,1,1
Weight loss and anorexia,4091029,efi,1,1
Weight loss and anorexia,4309406,efi,1,1
Weight loss and anorexia,40478919,efi,1,1
Weight loss and anorexia,4275273,efi,1,1
Weight loss and anorexia,4058570,efi,1,1
Weight loss and anorexia,4229881,efi,1,1
Weight loss and anorexia,4268890,efi,1,1
Weight loss and anorexia,442165,efi,1,1
Weight loss and anorexia,44788734,efi,1,1
Weight loss and anorexia,4204347,efi,1,1
Weight loss and anorexia,435928,efi,1,1
Weight loss and anorexia,40491502,efi,1,1
