"age_group","is_female","category","N","count","percent"
"[55,60)",0,"Liver",179016,1085,0.00606091075658042
"[55,60)",1,"Liver",184086,913,0.0049596384298643
"[60,65)",0,"Liver",168743,1032,0.00611580924838364
"[60,65)",1,"Liver",172071,813,0.00472479383510295
"[65,70)",0,"Liver",164314,990,0.0060250496001558
"[65,70)",1,"Liver",167680,750,0.00447280534351145
"[70,75)",0,"Liver",132931,611,0.00459636954510235
"[70,75)",1,"Liver",141998,602,0.00423949633093424
"[75,80)",0,"Liver",105409,375,0.00355757098539973
"[75,80)",1,"Liver",120512,408,0.00338555496548062
"[80,120]",0,"Liver",151034,287,0.00190023438431082
"[80,120]",1,"Liver",232841,384,0.00164919408523413
"[40,45)",0,"Lung",172517,2982,0.0172852530475258
"[40,45)",1,"Lung",187351,4397,0.0234693169505367
"[45,50)",0,"Lung",191647,3681,0.0192071882158343
"[45,50)",1,"Lung",205987,5368,0.0260598969837902
"[50,55)",0,"Lung",194280,4304,0.022153592752728
"[50,55)",1,"Lung",206261,5985,0.0290166342643544
"[55,60)",0,"Lung",179016,5055,0.0282376994235152
"[55,60)",1,"Lung",184086,6749,0.036662212226894
"[60,65)",0,"Lung",168743,6863,0.0406713167361016
"[60,65)",1,"Lung",172071,7866,0.0457136879543909
"[65,70)",0,"Lung",164314,8139,0.0495332108037051
"[65,70)",1,"Lung",167680,9019,0.0537869751908397
"[70,75)",0,"Lung",132931,8583,0.0645673319240809
"[70,75)",1,"Lung",141998,8954,0.0630572261581149
"[75,80)",0,"Lung",105409,7820,0.0741872136155357
"[75,80)",1,"Lung",120512,7960,0.0660515135422199
"[80,120]",0,"Lung",151034,10506,0.0695604963120887
"[80,120]",1,"Lung",232841,11446,0.0491580091135152
"[40,45)",0,"Muscular",172517,400,0.00231861207880962
"[40,45)",1,"Muscular",187351,611,0.0032612582799131
"[45,50)",0,"Muscular",191647,502,0.00261939920791873
"[45,50)",1,"Muscular",205987,742,0.00360216906892182
"[50,55)",0,"Muscular",194280,587,0.00302141239448219
"[50,55)",1,"Muscular",206261,781,0.0037864647218815
"[55,60)",0,"Muscular",179016,714,0.00398847030433034
"[55,60)",1,"Muscular",184086,772,0.00419369207870235
"[60,65)",0,"Muscular",168743,825,0.00488909169565552
"[60,65)",1,"Muscular",172071,783,0.00455044719912129
"[65,70)",0,"Muscular",164314,985,0.00599462005672067
"[65,70)",1,"Muscular",167680,991,0.00591006679389313
"[70,75)",0,"Muscular",132931,1129,0.00849312801378159
"[70,75)",1,"Muscular",141998,1135,0.00799307032493415
"[75,80)",0,"Muscular",105409,1340,0.0127123869878284
"[75,80)",1,"Muscular",120512,1477,0.0122560408921933
"[80,120]",0,"Muscular",151034,2944,0.0194922997470768
"[80,120]",1,"Muscular",232841,4392,0.0188626573498654
"[40,45)",0,"Osteo",172517,109,0.000631821791475623
"[40,45)",1,"Osteo",187351,184,0.000982113786422277
"[45,50)",0,"Osteo",191647,195,0.00101749570825528
"[45,50)",1,"Osteo",205987,371,0.00180108453446091
"[50,55)",0,"Osteo",194280,284,0.00146180770022648
"[50,55)",1,"Osteo",206261,959,0.00464944899908369
"[55,60)",0,"Osteo",179016,412,0.0023014702596416
"[55,60)",1,"Osteo",184086,2035,0.0110546157774084
"[60,65)",0,"Osteo",168743,552,0.00327124680727497
"[60,65)",1,"Osteo",172071,3293,0.0191374490762534
"[65,70)",0,"Osteo",164314,644,0.00391932519444478
"[65,70)",1,"Osteo",167680,4238,0.0252743320610687
"[70,75)",0,"Osteo",132931,803,0.00604072789642747
"[70,75)",1,"Osteo",141998,4648,0.0327328553923295
"[75,80)",0,"Osteo",105409,912,0.00865201263649214
"[75,80)",1,"Osteo",120512,5118,0.042468799787573
"[80,120]",0,"Osteo",151034,2057,0.0136194499251824
"[80,120]",1,"Osteo",232841,11275,0.0484236023724344
"[40,45)",0,"PD",172517,411,0.00238237391097689
"[40,45)",1,"PD",187351,610,0.0032559207049869
"[45,50)",0,"PD",191647,541,0.00282289834956978
"[45,50)",1,"PD",205987,688,0.00334001660298951
"[50,55)",0,"PD",194280,718,0.00369569693226271
"[50,55)",1,"PD",206261,859,0.00416462637144201
"[55,60)",0,"PD",179016,938,0.00523975510568888
"[55,60)",1,"PD",184086,931,0.00505741881511902
"[60,65)",0,"PD",168743,1297,0.00768624476274571
"[60,65)",1,"PD",172071,1146,0.00666004149449936
"[65,70)",0,"PD",164314,1902,0.0115753983227236
"[65,70)",1,"PD",167680,1690,0.0100787213740458
"[70,75)",0,"PD",132931,2239,0.01684332473238
"[70,75)",1,"PD",141998,1949,0.0137255454302173
"[75,80)",0,"PD",105409,2396,0.022730506882714
"[75,80)",1,"PD",120512,2324,0.0192843866171004
"[80,120]",0,"PD",151034,3778,0.025014235205318
"[80,120]",1,"PD",232841,4247,0.0182399147916389
"[40,45)",0,"PVD",172517,776,0.00449810743289067
"[40,45)",1,"PVD",187351,1271,0.0067840577312104
"[45,50)",0,"PVD",191647,1063,0.00554665609166854
"[45,50)",1,"PVD",205987,1462,0.00709753528135271
"[50,55)",0,"PVD",194280,1602,0.00824583075972823
"[50,55)",1,"PVD",206261,1622,0.00786382302034801
"[55,60)",0,"PVD",179016,2220,0.0124011261563212
"[55,60)",1,"PVD",184086,1740,0.00945210390795606
"[60,65)",0,"PVD",168743,3053,0.0180926023598016
"[60,65)",1,"PVD",172071,2079,0.0120822218735289
"[65,70)",0,"PVD",164314,4465,0.0271735822875714
"[65,70)",1,"PVD",167680,2485,0.0148198950381679
